,GO,term,class,p,p_corr,n_genes,n_study,study_genes
10,GO:0032981,mitochondrial respiratory chain complex I assembly,biological_process,9.257227665487099e-17,8.646962734000758e-14,49,6197,"['NDUFA13', 'TMEM126A', 'NDUFB11', 'NDUFS7', 'FOXRED1', 'NDUFAF4', 'TMEM186', 'NDUFAF5', 'NDUFAF1', 'NDUFA12', 'TIMM21', 'NDUFAF2', 'NUBPL', 'NDUFAF7', 'ACAD9', 'MT-ND1', 'MT-ND2', 'MT-ND4', 'NDUFAF3', 'MT-ND5', 'MT-ND6', 'COA1', 'NDUFA11', 'NDUFAF6', 'NDUFA1', 'NDUFA2', 'NDUFA3', 'NDUFA5', 'NDUFA8', 'NDUFA9', 'NDUFA10', 'NDUFAB1', 'NDUFB1', 'NDUFB2', 'NDUFB3', 'NDUFB4', 'NDUFB5', 'NDUFB6', 'NDUFB7', 'NDUFB8', 'NDUFB9', 'NDUFB10', 'NDUFC1', 'NDUFC2', 'NDUFS2', 'NDUFS3', 'NDUFS4', 'NDUFS5', 'NDUFS8']"
11,GO:0006886,intracellular protein transport,biological_process,7.205624438834624e-16,6.249849825769203e-13,135,6197,"['SCFD2', 'TIMM17B', 'STX2', 'SNAPIN', 'VPS11', 'GGA2', 'ROMO1', 'ACD', 'DNAJC19', 'SEC24A', 'SNX17', 'VPS33A', 'NAPA', 'SRPRA', 'VPS16', 'ARFIP2', 'CHM', 'CHML', 'SNX13', 'GRPEL2', 'GGA3', 'STX12', 'RAB38', 'TLK1', 'STX1A', 'AP2M1', 'AP1S1', 'AP2S1', 'AP3S1', 'STX3', 'STX4', 'STX5', 'RAB28', 'RAB24', 'AP2A1', 'AP2A2', 'AP1B1', 'AP2B1', 'AP1G1', 'BCAP29', 'TUBA1A', 'SNX6', 'VPS33B', 'ARFGAP3', 'TGFBRAP1', 'RAB43', 'RAB3GAP2', 'EHD1', 'CLTA', 'CLTB', 'CLTC', 'SEC24B', 'SNX8', 'AP3M2', 'TIMM17A', 'SNX27', 'AP1G2', 'TMED2', 'ERP29', 'SNX15', 'SCFD1', 'TMED10', 'RAB1A', 'TIMM44', 'RAB32', 'SNX9', 'RAB5A', 'RAB5B', 'AP3D1', 'SEC23B', 'SEC23A', 'ARL14', 'PICK1', 'VTI1B', 'SEC13', 'NPM1', 'STX8', 'TMED1', 'IFT27', 'VPS18', 'IFT22', 'HDAC6', 'PDCD6', 'COPA', 'COPG1', 'VPS26B', 'NSF', 'VPS39', 'COG7', 'TSNARE1', 'AP1M2', 'SLU7', 'XPOT', 'PAM16', 'VTI1A', 'VPS26A', 'YWHAH', 'TMED4', 'ARF1', 'ARF4', 'ARF5', 'ARF6', 'TMED3', 'RHOB', 'ARL4C', 'ARL4A', 'GRPEL1', 'BCAP31', 'RABL2B', 'ARL5B', 'ARFRP1', 'TIMM21', 'WDR11', 'USO1', 'SYTL4', 'DNAJC15', 'AP3B2', 'VPS35', 'TIMM50', 'CD74', 'TMED9', 'RAB1B', 'ARHGEF2', 'AP4B1', 'STX16', 'ARL17B', 'STX10', 'RAB21', 'GGA1', 'SNX1', 'SNX2', 'STX6', 'VPS29', 'CDK5', 'AP3S2']"
12,GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",biological_process,8.314558501819084e-16,6.730912259172609e-13,40,6197,"['NDUFS7', 'NDUFAF1', 'DNAJC15', 'MT-ND1', 'MT-ND2', 'MT-ND3', 'MT-ND4', 'MT-ND4L', 'MT-ND5', 'MT-ND6', 'DLD', 'NDUFA1', 'NDUFA2', 'NDUFA3', 'NDUFA4', 'NDUFA5', 'NDUFA8', 'NDUFA9', 'NDUFA10', 'NDUFAB1', 'NDUFB1', 'NDUFB2', 'NDUFB3', 'NDUFB4', 'NDUFB5', 'NDUFB6', 'NDUFB7', 'NDUFB8', 'NDUFB9', 'NDUFB10', 'NDUFC1', 'NDUFC2', 'NDUFS2', 'NDUFS3', 'NDUFV1', 'NDUFS4', 'NDUFS5', 'NDUFS6', 'NDUFS8', 'NDUFV2']"
13,GO:0045893,positive regulation of DNA-templated transcription,biological_process,2.681923721759863e-15,2.035412484583126e-12,298,6197,"['MYC', 'SOX4', 'MTA2', 'CDKN2A', 'MYCN', 'ZXDC', 'HMGN5', 'WBP2', 'KDM3A', 'SP1', 'RGMB', 'NCOA6', 'HHEX', 'MBTD1', 'EDF1', 'ARL2BP', 'HIF1A', 'FOXK2', 'ILF2', 'ILF3', 'TRIM25', 'CEBPB', 'ILK', 'CENPJ', 'GATAD2A', 'PDGFB', 'INO80C', 'ING1', 'ING2', 'MRPL12', 'INHBA', 'SPP1', 'PATZ1', 'HLA-DRB1', 'INPP5K', 'MAZ', 'ACTB', 'RSF1', 'ETS1', 'MED14', 'PSMC5', 'MECOM', 'IRF1', 'HMGB2', 'IRF7', 'TRIM21', 'PSMD9', 'CHD4', 'SCAND1', 'ACTL6A', 'HMGA1', 'JADE1', 'DTX3L', 'ACVR1', 'QRICH1', 'SMAD4', 'PHF8', 'RREB1', 'MDK', 'ARID1A', 'KLF4', 'ARHGEF11', 'HNF4A', 'TRIM24', 'TRIM14', 'SRCAP', 'RUVBL2', 'TRIP11', 'TRIM22', 'RNF187', 'CXXC1', 'HNRNPAB', 'ENY2', 'HNRNPD', 'DDIT3', 'RXRA', 'RXRB', 'STAT1', 'GATAD2B', 'STAT3', 'DMAP1', 'WAC', 'CHUK', 'CNOT6', 'BLM', 'CITED2', 'MED24', 'ATXN7L3', 'TSC22D1', 'ARID1B', 'TFPT', 'BRD8', 'KANSL2', 'BRCA1', 'UBE2L3', 'PAX8', 'ATXN7', 'ACSS2', 'PIM1', 'YAP1', 'JMJD6', 'NFIL3', 'SPIN1', 'UCHL5', 'CRLF3', 'KAT8', 'MORF4L1', 'NFKB1', 'BRPF1', 'GLIS2', 'NFKBIB', 'MYCBP', 'MITF', 'NFRKB', 'NFYA', 'BUD31', 'RNF10', 'MSL3', 'AHR', 'ZNF398', 'PSMC3IP', 'FGF2', 'KMT2A', 'MLLT1', 'MLLT3', 'MCRS1', 'NR1H2', 'PARP9', 'TACC1', 'BCL10', 'TESC', 'MMS19', 'TAF2', 'TAF4', 'MAD2L2', 'TAF6', 'MED17', 'TAF10', 'MBD2', 'MYRF', 'LBHD1', 'FUBP3', 'TRIM38', 'THRAP3', 'MED12', 'MED13', 'VGLL1', 'PSRC1', 'PHIP', 'FOXK1', 'NR1D2', 'DNM2', 'TBL1X', 'NAA16', 'INO80E', 'NPAS2', 'FBXW11', 'FOXE1', 'FOXM1', 'CREB3L2', 'VHL', 'FOXO3', 'NPM1', 'PITHD1', 'PTGES2', 'TCF3', 'NAT14', 'MDFIC', 'ACTR8', 'RBPMS', 'MED30', 'OGT', 'RARA', 'SRA1', 'NAA15', 'SUPT20H', 'ATF5', 'USP22', 'VPS72', 'EP400', 'KDM5A', 'CAMK4', 'CEP290', 'ABT1', 'KAT6A', 'NUP98', 'DVL3', 'SHC1', 'DYRK1A', 'NSD1', 'ID2', 'E2F1', 'CHD8', 'RELA', 'XPC', 'MSL1', 'AIP', 'REST', 'TEAD1', 'PPARG', 'RUNX1', 'MED1', 'RFC1', 'TRIM27', 'NR1D1', 'ATAD2', 'ZNF496', 'USP16', 'CREB1', 'CREBBP', 'TFAP2A', 'YWHAH', 'PHF5A', 'CREB5', 'TRIM5', 'TFE3', 'USP21', 'MSL2', 'TGFB1', 'TGFB1I1', 'TRIM16', 'CNBP', 'KANSL3', 'TAF6L', 'TGFBR1', 'HINFP', 'MED4', 'MAPRE3', 'CITED4', 'GTF2H1', 'CAMKK2', 'TADA1', 'MTA1', 'YEATS4', 'YAF2', 'CCDC124', 'KANSL1', 'SF3B3', 'GPBP1L1', 'RNF4', 'RUVBL1', 'RNF6', 'GPATCH3', 'EGFR', 'PDLIM1', 'EGR1', 'CTCF', 'ATF7IP', 'SS18L1', 'TADA2B', 'EPC1', 'BRD7', 'RNF20', 'CHEK2', 'SMARCA1', 'SMARCA2', 'SMARCA4', 'CCAR1', 'SMARCC1', 'LRP6', 'LRP5', 'SMARCC2', 'SMARCD1', 'CD74', 'ELF1', 'CDK5RAP2', 'PKN1', 'ATF4', 'SETD7', 'RERE', 'FUS', 'MRGBP', 'CHURC1', 'TAF5L', 'HAS3', 'IKBKB', 'IL1B', 'RAP2C', 'PCBD1', 'MAP2K1', 'MAP2K2', 'MAP2K3', 'ZNF281', 'MAP2K7', 'PMF1', 'TRIM44', 'PBXIP1', 'TRIM37', 'EP300', 'IL6', 'SF3B5', 'EDRF1', 'SEC14L2', 'TP53BP1', 'RAI1', 'SMAD3', 'HDAC1', 'SMAD5']"
14,GO:0009060,aerobic respiration,biological_process,4.792582764276239e-15,3.4233136768591983e-12,51,6197,"['NDUFA13', 'NDUFB11', 'NDUFS7', 'PANK2', 'SDHC', 'NDUFA12', 'MTFR1', 'MT-ND1', 'MT-ND2', 'MT-ND3', 'MT-ND4', 'MT-ND4L', 'MT-ND5', 'MT-ND6', 'NDUFA11', 'COX10', 'UQCRB', 'NDUFA1', 'BLOC1S1', 'NDUFA2', 'NDUFA3', 'NDUFA5', 'UQCRC1', 'UQCRH', 'NDUFA8', 'NDUFA9', 'NDUFA10', 'NDUFAB1', 'NDUFB1', 'NDUFB2', 'NDUFB3', 'NDUFB4', 'NDUFB5', 'NDUFB6', 'NDUFB7', 'NDUFB8', 'NDUFB9', 'NDUFB10', 'NDUFC1', 'NDUFC2', 'NDUFS2', 'NDUFS3', 'NDUFV1', 'NDUFS4', 'NDUFS5', 'NDUFS6', 'SDHB', 'NDUFS8', 'NDUFV2', 'SIRT3', 'MTFR1L']"
15,GO:0006338,chromatin remodeling,biological_process,1.0655631956289182e-14,7.1884077136233076e-12,162,6197,"['MYC', 'MTA2', 'MYD88', 'NCOA3', 'SETD1A', 'KDM3A', 'KDM5B', 'BRPF3', 'ZNF274', 'GATAD2A', 'ATR', 'ATRX', 'INO80C', 'ERCC6L', 'FBL', 'KDM5C', 'COPRS', 'BCL7C', 'ACTB', 'RSF1', 'ASH1L', 'KDM3B', 'CBX3', 'MECOM', 'CHD1', 'CHD4', 'SMARCAD1', 'ACTL6A', 'JADE1', 'PHF8', 'SRCAP', 'BCOR', 'ARID1A', 'KDM6B', 'RUVBL2', 'HNRNPC', 'GTF3C4', 'MYSM1', 'GATAD2B', 'SMYD2', 'PRDM2', 'NPM3', 'DMAP1', 'BAP1', 'HIRA', 'WAC', 'BMI1', 'JARID2', 'BPTF', 'PWWP2A', 'KMT2C', 'SETDB1', 'ZBTB7A', 'ARID1B', 'TFPT', 'UBE2A', 'METTL21A', 'JMJD6', 'UCHL5', 'BRPF1', 'BUB1', 'CFDP1', 'RAD54B', 'NFRKB', 'KDM2B', 'PRMT1', 'MCRS1', 'CHD6', 'TAF1', 'BRD1', 'PRMT7', 'TAF10', 'ZNHIT1', 'MBD2', 'PIH1D1', 'DEK', 'KDM6A', 'METTL22', 'RAD54L', 'INO80E', 'NPM1', 'TTF2', 'MYBBP1A', 'VRK1', 'ACTR8', 'PCGF1', 'USP22', 'VPS72', 'EP400', 'C6orf89', 'KDM5A', 'JADE2', 'BAZ2B', 'SMARCAL1', 'KMT5A', 'NTMT1', 'DYRK1A', 'NSD1', 'BAZ1B', 'NFKBIZ', 'CHD9', 'CHD8', 'BTAF1', 'MSL1', 'REST', 'HUWE1', 'SIRT6', 'SKP1', 'USP16', 'ZBTB1', 'CREBBP', 'SUV39H2', 'HDAC7', 'JMJD1C', 'SIRT3', 'PHC1', 'RING1', 'EEF2KMT', 'TAF6L', 'YEATS2', 'TGM2', 'GTF2B', 'MTA1', 'YEATS4', 'PWWP2B', 'PBRM1', 'NUDT5', 'SF3B1', 'RUVBL1', 'PSIP1', 'KMT5B', 'BAZ2A', 'BAZ1A', 'SETD5', 'SUDS3', 'TADA2B', 'BRD9', 'BRD7', 'RNF20', 'PAXIP1', 'SMARCA1', 'SMARCA2', 'HLTF', 'SMARCA4', 'SMARCB1', 'SMARCC1', 'ERCC6L2', 'SMARCC2', 'PRKCA', 'SMARCD1', 'GATAD1', 'KDM2A', 'PKN1', 'KDM4A', 'NAA40', 'SETD7', 'SLFN11', 'KDM1B', 'RERE', 'DDX21', 'PHF10', 'HDAC1']"
16,GO:0042274,ribosomal small subunit biogenesis,biological_process,4.0605162281821174e-14,2.595097292569234e-11,53,6197,"['NPM1', 'WDR3', 'FCF1', 'EXOSC10', 'NOP58', 'RIOK1', 'NOL6', 'NOP14', 'WDR36', 'WDR75', 'RRP36', 'FBL', 'RPS3A', 'RPS4X', 'DHX37', 'RPS5', 'RPS6', 'NOM1', 'IMP4', 'RPS7', 'RPS8', 'RPS9', 'NAT10', 'RPS11', 'PWP2', 'RPS12', 'RPS14', 'RPS15', 'RPS15A', 'RPS13', 'BMS1', 'EMG1', 'RPS19BP1', 'SNU13', 'RPS16', 'RPS17', 'UTP20', 'NOL7', 'RPS19', 'LTV1', 'C1orf131', 'RPS23', 'RPS24', 'RPS25', 'MPHOSPH10', 'RPS27', 'HEATR1', 'RPS28', 'KRR1', 'RIOK2', 'METTL17', 'DNTTIP2', 'NGDN']"
17,GO:0006511,ubiquitin-dependent protein catabolic process,biological_process,1.5414574304310262e-13,9.358958788861976e-11,114,6197,"['UBL7', 'RNF130', 'TRPC4AP', 'TRIM25', 'RNF168', 'UBE2L6', 'STUB1', 'UBE4B', 'PSMC2', 'CUL9', 'RNF40', 'PSMD9', 'DTX3L', 'PSMD11', 'BFAR', 'PSMD13', 'CUL7', 'MDM2', 'TTC3', 'TRIP12', 'RNF215', 'BAP1', 'NEDD4', 'NEDD8', 'UBE4A', 'KCTD6', 'AREL1', 'UBE2R2', 'UBA1', 'UBE2A', 'UBE2B', 'UBE2D1', 'FBXO22', 'UBE2D3', 'FBXO8', 'UBE2G1', 'UBE2G2', 'UBE2H', 'USP38', 'NSFL1C', 'UBE2L3', 'ZNRF3', 'UCHL5', 'UCHL3', 'NAE1', 'ARIH2', 'MIB1', 'ANKIB1', 'TOLLIP', 'UBE2S', 'HERC3', 'TAF1', 'ARIH1', 'HERC6', 'FBXO45', 'FEM1A', 'BAG6', 'CNOT4', 'SPSB2', 'VCP', 'RBX1', 'RNF26', 'CUL4B', 'CUL3', 'AMFR', 'RC3H2', 'RNF166', 'ITCH', 'UBQLN2', 'NEDD4L', 'UBD', 'RBBP6', 'RNF19A', 'RCHY1', 'RNF185', 'UBE3B', 'UBR4', 'UBE2C', 'DTL', 'SMURF1', 'RNF34', 'ANAPC11', 'RNF213', 'SIAH2', 'HUWE1', 'ATE1', 'RNF126', 'NPLOC4', 'RNF11', 'NDFIP1', 'KLHL22', 'C18orf25', 'RNF7', 'RNF167', 'RNF123', 'KLHL25', 'NTAN1', 'RNF5', 'RNF6', 'KCTD10', 'RLIM', 'RNF20', 'UBA6', 'CCAR1', 'UBR3', 'PINK1', 'NUB1', 'UBE3C', 'CDC34', 'PSMD14', 'FBXO21', 'HERC4', 'USP33', 'RNF111']"
18,GO:0006915,apoptotic process,biological_process,1.7698377191253385e-13,1.0233875915875707e-10,243,6197,"['MYD88', 'GADD45B', 'RNF130', 'TRADD', 'PDCD2', 'IFI27L2', 'RFK', 'TRAF3', 'ERCC2', 'SLK', 'ERCC3', 'TMEM219', 'NEK6', 'PRELID1', 'EMC4', 'DRAM1', 'RRP1B', 'TNFSF10', 'AIMP1', 'RPS3', 'TRIM35', 'PEG10', 'CTSC', 'INPPL1', 'TRAIP', 'KIF1B', 'CD2AP', 'BCL7C', 'PAK4', 'BAD', 'BAG1', 'S100A14', 'CDK11A', 'DAD1', 'FADD', 'BAX', 'RTN3', 'MECOM', 'DAP', 'DAPK1', 'DAPK3', 'IRF1', 'MCM2', 'BFAR', 'PSMD10', 'TMEM214', 'JADE1', 'TNFRSF10D', 'TNFRSF10B', 'NR4A1', 'PPP1R15A', 'PHLDA2', 'DPP8', 'PTEN', 'MDM2', 'RTKN', 'BIRC6', 'MEF2A', 'GADD45A', 'GRAMD4', 'MEF2D', 'PDCD4', 'RRAGC', 'BIK', 'TAOK2', 'TNFRSF12A', 'MRPS30', 'STK4', 'CFLAR', 'CSRNP1', 'BCL2L12', 'PARP1', 'AREL1', 'SYCP2', 'BNIP1', 'UBE2B', 'BOK', 'UBE2D3', 'DLC1', 'CSRNP2', 'RACK1', 'SGMS1', 'SOD1', 'ZFP36L1', 'IER3', 'BCAP29', 'PIM1', 'CXCR4', 'C19orf12', 'NFKB1', 'TAX1BP1', 'PDCL3', 'BUB1', 'TOX3', 'BUB1B', 'C6orf120', 'RBM14', 'AHR', 'C1QBP', 'C1D', 'ZFAND6', 'MYDGF', 'KMT2A', 'HINT2', 'PHLPP1', 'RNF216', 'SEMA6A', 'UXT', 'FKBP8', 'ALDH1A3', 'TAF6', 'NME3', 'TAF10', 'DDX41', 'BCL2L13', 'MTCH1', 'BAG6', 'PLSCR1', 'NOTCH2', 'PMAIP1', 'PCSK9', 'VEGFA', 'BRMS1', 'THOC1', 'DOCK1', 'RAF1', 'RHBDD1', 'DDIT4', 'ZC3H12A', 'CIB1', 'OGT', 'ITCH', 'RARB', 'SRA1', 'AIMP2', 'BCL2L15', 'PDCD6IP', 'SLC25A6', 'DIABLO', 'TRIAP1', 'TMEM14A', 'RTN4', 'HTATIP2', 'APAF1', 'NUDT2', 'ZDHHC16', 'EI24', 'CASP2', 'RNF34', 'MYO18A', 'CASP7', 'MIEN1', 'BIRC5', 'SIAH2', 'GLRX2', 'G2E3', 'MTFP1', 'PDCD2L', 'YBX3', 'TRIM39', 'NR3C1', 'LCN2', 'PDCD7', 'IFI27', 'PPIA', 'NLRP2', 'PPID', 'SLC40A1', 'OPA1', 'PALB2', 'LGALS1', 'FAF1', 'TNFRSF11B', 'CYFIP2', 'THOC6', 'HIPK3', 'APIP', 'RHOB', 'FEM1B', 'TGFBR1', 'TGFBR2', 'DDIAS', 'FAIM', 'PIM3', 'AKTIP', 'THBS1', 'BCAP31', 'FXR1', 'MAPK14', 'IGFBP3', 'TIA1', 'FAM32A', 'CDCA7', 'RASSF6', 'SUDS3', 'AIFM1', 'ELMO2', 'RRAGA', 'CSNK2A1', 'NISCH', 'PDCD5', 'PYCARD', 'TMBIM4', 'GHITM', 'ERRFI1', 'TPX2', 'CD47', 'PTRH2', 'RBM5', 'PAK2', 'CCAR1', 'STEAP3', 'PRKCD', 'EBAG9', 'DYNLL1', 'MRPL41', 'PAWR', 'PKN2', 'PSME3', 'TNFAIP1', 'LTBR', 'TNFAIP3', 'MAPK1', 'MAPK3', 'CKAP2', 'EMP2', 'EMP3', 'RELT', 'IL1A', 'IL1B', 'ESPL1', 'AKAP1', 'CTSH', 'IFI6', 'MAP2K7', 'CTSV', 'ATG4D', 'CTSS', 'EP300', 'MFSD10', 'MX1', 'HTT', 'HELLS']"
19,GO:0006397,mRNA processing,biological_process,2.080600773765973e-13,1.1038610862783812e-10,109,6197,"['CBLL1', 'WBP11', 'METTL3', 'FAM172A', 'ZNF326', 'CMTR1', 'RBMXL1', 'AKAP17A', 'RRP1B', 'CDK12', 'SAP18', 'SF3A1', 'ZC3H13', 'ECD', 'MBNL1', 'FASTKD5', 'SRSF11', 'SREK1', 'ADAR', 'ALKBH5', 'LSM5', 'HNRNPA2B1', 'NSRP1', 'LSM1', 'LSM3', 'DHX15', 'ARL6IP4', 'PNPT1', 'U2AF1', 'SCAF1', 'CPSF4', 'TRMT10C', 'ZMAT5', 'RBM25', 'TCERG1', 'ZFP36L1', 'JMJD6', 'SUPT6H', 'RPUSD3', 'ZRANB2', 'SF3A3', 'TSEN34', 'C1QBP', 'RBM15B', 'CPSF1', 'PPIL2', 'METTL16', 'TRMT61B', 'NONO', 'HNRNPLL', 'TSEN15', 'THRAP3', 'PUS7', 'THOC1', 'TTF2', 'THOC7', 'XRN2', 'SRSF2', 'FMR1', 'SRSF4', 'SRSF5', 'SRSF7', 'YBX1', 'CPSF6', 'CIR1', 'PRPF38B', 'CHD8', 'TSEN54', 'RBM28', 'THOC3', 'PRPF8', 'THOC2', 'TSEN2', 'MTPAP', 'PRPF18', 'RBM39', 'AKAP8L', 'WTAP', 'LGALS3', 'LARP7', 'CLASRP', 'KHSRP', 'THOC6', 'SRRT', 'HABP4', 'RPUSD4', 'TRMT2A', 'TIA1', 'KHDRBS3', 'CELF1', 'SUGP2', 'KIN', 'PRPF3', 'PABPN1', 'FAM50A', 'PRKACA', 'PTCD2', 'SUGP1', 'PUS1', 'ACIN1', 'ALYREF', 'CCAR2', 'PAN3', 'SREK1IP1', 'SRSF9', 'MBNL3', 'RBFOX2', 'SON', 'TRMT61A']"
20,GO:0042776,proton motive force-driven mitochondrial ATP synthesis,biological_process,2.090818165560633e-13,1.1038610862783812e-10,47,6197,"['NDUFA13', 'NDUFB11', 'NDUFS7', 'SDHC', 'MT-ATP6', 'MT-ATP8', 'NDUFA12', 'SDHD', 'STOML2', 'MT-ND1', 'MT-ND2', 'MT-ND3', 'MT-ND4', 'MT-ND4L', 'MT-ND5', 'MT-ND6', 'NDUFA11', 'NDUFA1', 'NDUFA2', 'NDUFA3', 'NDUFA5', 'NDUFA8', 'NDUFA9', 'NDUFA10', 'NDUFAB1', 'NDUFB1', 'NDUFB2', 'NDUFB3', 'NDUFB4', 'NDUFB5', 'NDUFB6', 'NDUFB7', 'NDUFB8', 'NDUFB9', 'NDUFB10', 'NDUFC1', 'NDUFC2', 'NDUFS2', 'NDUFS3', 'NDUFV1', 'NDUFS4', 'NDUFS5', 'NDUFS6', 'SDHA', 'NDUFS8', 'NDUFV2', 'SDHB']"
21,GO:0015031,protein transport,biological_process,2.923040363213402e-12,1.4789366304375142e-09,168,6197,"['CCDC91', 'RABEP2', 'MON2', 'HSP90B1', 'MYH9', 'SNX3', 'SPIRE2', 'AP5S1', 'GBF1', 'LIN7C', 'MYO1D', 'CENPF', 'JAGN1', 'USE1', 'CETN2', 'CETN3', 'NUP62CL', 'LSG1', 'ERC1', 'TBC1D5', 'COPE', 'NACA', 'NPIPA1', 'DAG1', 'IST1', 'EXOC3', 'BBS4', 'GABARAP', 'BET1L', 'SPIRE1', 'ACTN4', 'GABARAPL2', 'DTX3L', 'NUP58', 'RRBP1', 'GDI1', 'CHMP2A', 'NXT2', 'ENY2', 'KLHL20', 'SNAP29', 'RAB38', 'LIN7B', 'CMTM6', 'TTC8', 'S100A13', 'YIF1A', 'RBSN', 'VPS52', 'RAB9A', 'ATG4B', 'COMMD1', 'RAB4B', 'DENND1B', 'HOOK1', 'VPS33B', 'SLC7A6OS', 'SCAMP5', 'NUP37', 'PIK3R2', 'BTF3', 'MTX3', 'AP5Z1', 'SNX7', 'GORASP1', 'RABGAP1L', 'NUP210', 'VAMP2', 'KDELR1', 'ZFAND6', 'RAB7A', 'RABGEF1', 'LMAN2', 'TESC', 'HOOK2', 'ARRDC3', 'CORO7', 'VPS51', 'COG5', 'RAB2A', 'MVP', 'TAP1', 'RAB4A', 'TAP2', 'SNX12', 'NUP160', 'COG4', 'NXF1', 'RABIF', 'CCDC93', 'SFT2D1', 'SFT2D2', 'AGAP1', 'BICD2', 'EHBP1', 'KDELR2', 'KDELR3', 'GPR89B', 'LCA5', 'COG2', 'RAB35', 'FRAS1', 'MIA3', 'DNAJC13', 'RAB25', 'CCDC22', 'RHBDF1', 'PDCD6IP', 'GOPC', 'ATP13A1', 'ARRDC4', 'CHMP1B', 'SCAMP1', 'ITSN1', 'ARL6IP5', 'GOSR1', 'CEP290', 'CHMP5', 'VPS50', 'AHCTF1', 'ARFGEF2', 'ARFGEF1', 'SCAMP2', 'SCAMP3', 'ARL8A', 'SEC31A', 'SFT2D3', 'ANKRD50', 'CHMP4B', 'ECT2', 'AAGAB', 'RUFY1', 'PPID', 'SEC22A', 'SDAD1', 'NECAP1', 'CHMP2B', 'EXOC8', 'PITPNM1', 'ARFGAP2', 'SNX14', 'AKTIP', 'AP4S1', 'ARL3', 'AAAS', 'ARRB2', 'NDC1', 'YIF1B', 'CHMP4A', 'PPT1', 'ATG3', 'TMEM9', 'CNIH4', 'BBS7', 'AP5B1', 'IER3IP1', 'ARFGAP1', 'RAB2B', 'CD63', 'SENP2', 'TNKS', 'EXOC1', 'HSPB11', 'PRAF2', 'ZW10', 'VAMP8', 'ATG4D', 'UEVLD']"
22,GO:0016567,protein ubiquitination,biological_process,4.3436132544681936e-12,2.1097798299602908e-09,194,6197,"['CBLL1', 'RNF121', 'CDCA3', 'KCTD9', 'KLHL2', 'RNF130', 'ZSWIM8', 'RNF223', 'VPS11', 'TRPC4AP', 'LZTR1', 'CAND1', 'KCTD13', 'DCAF8', 'RNF168', 'STUB1', 'KLHDC2', 'TRIM26', 'USP9X', 'TRIM35', 'ANKRD9', 'BSPRY', 'TRAIP', 'RNF181', 'BARD1', 'CUL9', 'TRIM21', 'RNF40', 'RPS27A', 'SOCS6', 'BTBD1', 'CUL7', 'PCMTD1', 'MDM2', 'TRIM24', 'TRIM14', 'BIRC6', 'TRIM59', 'MAGEF1', 'KLHL20', 'BRAP', 'NEDD4', 'KCTD6', 'AREL1', 'UBA52', 'UBB', 'UBC', 'UBA1', 'KLHL9', 'TRIM11', 'UBE2B', 'UBE2D3', 'FBXO9', 'RACK1', 'BRCA1', 'UBE2L3', 'RNF103', 'UBE2N', 'ZNRF3', 'UBE2V2', 'SH3RF2', 'KLHL7', 'ASB7', 'ASB9', 'KLHL21', 'UCHL3', 'NAE1', 'DTX4', 'ARIH2', 'MIB1', 'NFX1', 'USP7', 'MED21', 'UNKL', 'ANAPC16', 'HERC3', 'RAB40B', 'FBXO33', 'FBXO32', 'ARIH1', 'HERC1', 'MED17', 'HERC6', 'MED27', 'UHRF2', 'ZNF598', 'FBXO45', 'FEM1A', 'ANAPC7', 'KLHL18', 'MED12', 'SPSB3', 'CNOT4', 'RNF138', 'VCP', 'RNF208', 'LRRC41', 'RBX1', 'SPSB2', 'FBXW11', 'DCAF12', 'RNF26', 'MGRN1', 'CUL4B', 'CUL4A', 'VHL', 'CUL3', 'ATG5', 'UBR2', 'DCAF15', 'MED6', 'VPS18', 'MED10', 'MED30', 'DCAF13', 'ITCH', 'AIMP2', 'SH3RF1', 'NEDD4L', 'SPOPL', 'UBD', 'RBBP6', 'JADE2', 'RCHY1', 'ARRDC4', 'WWP2', 'TRIM41', 'MED8', 'RNF44', 'UBE2C', 'HECTD4', 'ENC1', 'SOCS3', 'PHRF1', 'SMURF1', 'RNF34', 'SAE1', 'FBXL17', 'ANAPC11', 'ZC3HC1', 'RNF213', 'SIAH2', 'G2E3', 'WWTR1', 'TRIM39', 'E4F1', 'MIB2', 'MED1', 'SKP1', 'RNF126', 'RFWD3', 'RING1', 'MSL2', 'CUL5', 'CCNF', 'FEM1B', 'TRIM33', 'USP5', 'RNF7', 'LRR1', 'ARRB2', 'KLHL25', 'RNF6', 'ATG3', 'LMO7', 'KLHL36', 'KLHDC3', 'FBXO31', 'KCTD10', 'SOCS5', 'SOCS4', 'RLIM', 'HLTF', 'UBA6', 'CCAR1', 'RAB40C', 'UBR3', 'RNF41', 'ASB1', 'NUB1', 'PINK1', 'TNFAIP1', 'CCNB1IP1', 'KLHDC10', 'TRIM47', 'CDC27', 'CDC34', 'HERC4', 'TRIM44', 'DCAF4', 'CRBN', 'RNF111', 'KLHL17', 'DCAF7']"
