tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
9606	Homo sapiens	2213	0	live	FCGR2B	CD32, CD32B, FCG2, FCGR2, FCGR2C, FcGRIIB, FcRII-c, FcgammaRIIb, IGFR2	Fc gamma receptor IIb	low affinity immunoglobulin gamma Fc region receptor II-b|CDw32|Fc fragment of IgG receptor IIb|Fc fragment of IgG, low affinity II, receptor for (CD32)|Fc fragment of IgG, low affinity IIb, receptor (CD32)|Fc fragment of IgG, low affinity IIb, receptor for (CD32)|Fc gamma RIIb|Fc-gamma RII-c|Fc-gamma-RIIc|IgG Fc receptor II-c|Low affinity immunoglobulin gamma Fc region receptor II-c|fc-gamma RII-b|fc-gamma-RIIb|fcRII-b|igG Fc receptor II-b	1q23.3	1	NC_000001.11	161647243	161678654	plus	11	604590	
9606	Homo sapiens	2209	0	live	FCGR1A	CD64, CD64A, FCG1, FCGR1, FCRI, FcgammaRI, IGFR1	Fc gamma receptor Ia	high affinity immunoglobulin gamma Fc receptor I|Fc fragment of IgG receptor Ia|Fc fragment of IgG, high affinity Ia, receptor (CD64)|Fc fragment of IgG, high affinity Ia, receptor for (CD64)|Fc-gamma RI|Fc-gamma receptor I A1|IgG Fc receptor I|fc-gamma RIA|fcgammaRIa	1q21.2	1	NC_000001.11	149782694	149800609	plus	8	146760	
9606	Homo sapiens	10333	0	live	TLR6	CD286	toll like receptor 6	toll-like receptor 6	4p14	4	NC_000004.12	38822897	38868390	minus	7	605403	
9606	Homo sapiens	57126	0	live	CD177	HNA-2a, HNA2A, NB1, NB1 GP, PRV-1, PRV1	CD177 molecule	CD177 antigen|NB1 glycoprotein|cell surface receptor|human neutrophil alloantigen 2a|polycythemia rubra vera protein 1	19q13.31	19	NC_000019.10	43353686	43366081	plus	11	162860	
9606	Homo sapiens	56244	0	live	BTNL2	BTL-II, BTN7, HSBLMHC1, SS2	butyrophilin like 2	butyrophilin-like protein 2|butyrophilin-like 2 (MHC class II associated)	6p21.32	6	NC_000006.12	32393339	32407181	minus	8	606000	
9606	Homo sapiens	10148	0	live	EBI3	IL-27B, IL27B, IL35B	Epstein-Barr virus induced 3	interleukin-27 subunit beta|EBV-induced gene 3 protein|Epstein-Barr virus induced gene 3|IL-27 subunit beta|IL27 subunit|IL35 subunit|cytokine receptor|epstein-Barr virus-induced gene 3 protein	19p13.3	19	NC_000019.10	4229523	4237528	plus	5	605816	
9606	Homo sapiens	6349	0	live	CCL3L1	464.2, D17S1718, G0S19-2, LD78, LD78-beta(1-70), LD78BETA, MIP1AP, SCYA3L, SCYA3L1	C-C motif chemokine ligand 3 like 1	C-C motif chemokine 3-like 1|G0/G1 switch regulatory protein 19-2|chemokine (C-C motif) ligand 3-like 1|small inducible cytokine A3-like 1|tonsillar lymphocyte LD78 beta protein	17q21.1	17						601395	
9606	Homo sapiens	114897	0	live	C1QTNF1	CTRP1, GIP, ZSIG37	C1q and TNF related 1	complement C1q tumor necrosis factor-related protein 1|C1q and tumor necrosis factor related protein 1|G protein coupled receptor interacting protein|g protein-coupled receptor-interacting protein	17q25.3	17	NC_000017.11	79022934	79049788	plus	9	610365	
9606	Homo sapiens	7040	0	live	TGFB1	CED, DPD1, IBDIMDE, LAP, TGF-beta1, TGFB, TGFbeta	transforming growth factor beta 1	transforming growth factor beta-1 proprotein|TGF-beta-1|latency-associated peptide|prepro-transforming growth factor beta-1|transforming growth factor beta1	19q13.2	19	NC_000019.10	41330323	41353922	minus	7	190180	
9606	Homo sapiens	7099	0	live	TLR4	ARMD10, CD284, TLR-4, TOLL	toll like receptor 4	toll-like receptor 4|hToll|homolog of Drosophila toll|toll like receptor 4 protein	9q33.1	9	NC_000009.12	117704403	117724735	plus	4	603030	
9606	Homo sapiens	5743	0	live	PTGS2	COX-2, COX2, GRIPGHS, PGG/HS, PGHS-2, PHS-2, hCox-2	prostaglandin-endoperoxide synthase 2	prostaglandin G/H synthase 2|PGH synthase 2|PHS II|cyclooxygenase 2|cyclooxygenase 2b|prostaglandin H2 synthase 2|prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)	1q31.1	1	NC_000001.11	186671791	186680423	minus	10	600262	
10090	Mus musculus	15978	0	live	Ifng	IFN-g, If2f, Ifg	interferon gamma	interferon gamma|IFN-gamma|gamma interferon|interferon 2f	10 66.75 cM	10	NC_000076.7	118276951	118281799	plus	4		
9606	Homo sapiens	3106	0	live	HLA-B	AS, B-4901, HLAB	major histocompatibility complex, class I, B	major histocompatibility complex, class I, B|HLA class I antigen HLA-B|HLA class I histocompatibility antigen, B alpha chain|MHC HLA-B cell surface glycoprotein|MHC HLA-B transmembrane glycoprotein|MHC class 1 antigen|MHC class I antigen HLA-B alpha chain|MHC class I antigen HLA-B heavy chain|MHC class I antigen SHCHA|MHC class I molecule|leukocyte antigen class I-B	6p21.33	6	NC_000006.12	31353875	31357179	minus	8	142830	
9606	Homo sapiens	3952	0	live	LEP	LEPD, OB, OBS	leptin	leptin|leptin (murine obesity homolog)|leptin (obesity homolog, mouse)|obese protein|obese, mouse, homolog of|obesity factor	7q32.1	7	NC_000007.14	128241278	128257629	plus	3	164160	
9606	Homo sapiens	3458	0	live	IFNG	IFG, IFI, IMD69	interferon gamma	interferon gamma|IFN-gamma|immune interferon	12q15	12	NC_000012.12	68154768	68159740	minus	4	147570	
9606	Homo sapiens	3605	0	live	IL17A	CTLA-8, CTLA8, IL-17, IL-17A, IL17, ILA17	interleukin 17A	interleukin-17A|cytotoxic T-lymphocyte-associated antigen 8|cytotoxic T-lymphocyte-associated protein 8|interleukin 17 (cytotoxic T-lymphocyte-associated serine esterase 8)|interleukin-17	6p12.2	6	NC_000006.12	52186375	52190638	plus	3	603149	
9606	Homo sapiens	406991	0	live	MIR21	MIRN21, hsa-mir-21, miR-21, miRNA21	microRNA 21		17q23.1	17	NC_000017.11	59841266	59841337	plus	1	611020	
9606	Homo sapiens	6347	0	live	CCL2	GDCF-2, HC11, HSMCR30, MCAF, MCP-1, MCP1, SCYA2, SMC-CF	C-C motif chemokine ligand 2	C-C motif chemokine 2|chemokine (C-C motif) ligand 2|monocyte chemoattractant protein-1|monocyte chemotactic and activating factor|monocyte chemotactic protein 1|monocyte secretory protein JE|small inducible cytokine A2 (monocyte chemotactic protein 1, homologous to mouse Sig-je)|small inducible cytokine subfamily A (Cys-Cys), member 2|small-inducible cytokine A2	17q12	17	NC_000017.11	34255285	34257203	plus	3	158105	
9606	Homo sapiens	5054	0	live	SERPINE1	PAI, PAI-1, PAI1, PLANH1	serpin family E member 1	plasminogen activator inhibitor 1|endothelial plasminogen activator inhibitor|serine (or cysteine) proteinase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1|serpin E1|serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1	7q22.1	7	NC_000007.14	101127104	101139247	plus	9	173360	
9606	Homo sapiens	920	0	live	CD4	CD4mut, IMD79, Leu-3, OKT4D, T4	CD4 molecule	T-cell surface glycoprotein CD4|CD4 antigen (p55)|CD4 receptor|T-cell surface antigen T4/Leu-3	12p13.31	12	NC_000012.12	6789528	6820799	plus	11	186940	
10090	Mus musculus	24088	0	live	Tlr2	Ly105	toll-like receptor 2	toll-like receptor 2	3 37.4 cM	3	NC_000069.7	83743579	83749045	minus	3		
9606	Homo sapiens	3105	0	live	HLA-A	HLAA	major histocompatibility complex, class I, A	HLA class I histocompatibility antigen, A alpha chain|HLA class I histocompatibility antigen, A-1 alpha chain|MHC class I antigen HLA-A heavy chain|leukocyte antigen class I-A	6p22.1	6	NC_000006.12	29942532	29945870	plus	8	142800	
9606	Homo sapiens	3383	0	live	ICAM1	BB2, CD54, P3.58	intercellular adhesion molecule 1	intercellular adhesion molecule 1|ICAM-1|cell surface glycoprotein P3.58|epididymis secretory sperm binding protein|intercellular adhesion molecule 1 (CD54), human rhinovirus receptor|major group rhinovirus receptor	19p13.2	19	NC_000019.10	10271120	10286615	plus	7	147840	
9606	Homo sapiens	3135	0	live	HLA-G	MHC-G	major histocompatibility complex, class I, G	HLA class I histocompatibility antigen, alpha chain G|HLA G antigen|HLA-G histocompatibility antigen, class I, G|MHC class I antigen G|MHC class I protein|MHC class Ib antigen|b2 microglobulin|mutant MHC class I antigen|mutant MHC class Ib antigen	6p22.1	6	NC_000006.12	29826474	29831021	plus	10	142871	
9606	Homo sapiens	857	0	live	CAV1	BSCL3, CGL3, LCCNS, MSTP085, PPH3, VIP21	caveolin 1	caveolin-1|caveolin 1, caveolae protein, 22kDa|cell growth-inhibiting protein 32	7q31.2	7	NC_000007.14	116525009	116561185	plus	4	601047	
10090	Mus musculus	16189	0	live	Il4	BSF-1, Il-4	interleukin 4	interleukin-4|B-cell IgG differentiation factor|B-cell growth factor 1|B-cell stimulatory factor 1|IGG1 induction factor|lymphocyte stimulatory factor 1	11 31.97 cM	11	NC_000077.7	53503287	53509492	minus	5		
9606	Homo sapiens	3688	0	live	ITGB1	CD29, FNRB, GPIIA, MDF2, MSK12, VLA-BETA, VLAB	integrin subunit beta 1	integrin beta-1|glycoprotein IIa|integrin VLA-4 beta subunit|integrin beta 1|integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)|very late activation protein, beta polypeptide	10p11.22	10	NC_000010.11	32900318	32958230	minus	18	135630	
9606	Homo sapiens	6648	0	live	SOD2	GC1, GClnc1, IPO-B, IPOB, MNSOD, MVCD6, Mn-SOD	superoxide dismutase 2	superoxide dismutase [Mn], mitochondrial|Mn superoxide dismutase|epididymis secretory sperm binding protein|gastric cancer-associated lncRNA 1|indophenoloxidase B|manganese-containing superoxide dismutase|mangano-superoxide dismutase|superoxide dismutase 2, mitochondrial	6q25.3	6	NC_000006.12	159669069	159762281	minus	10	147460	
9606	Homo sapiens	3791	0	live	KDR	CD309, FLK1, VEGFR, VEGFR2	kinase insert domain receptor	vascular endothelial growth factor receptor 2|fetal liver kinase-1|kinase insert domain receptor (a type III receptor tyrosine kinase)|protein-tyrosine kinase receptor Flk-1|soluble VEGFR2|tyrosine kinase growth factor receptor	4q12	4	NC_000004.12	55078481	55125595	minus	30	191306	
9606	Homo sapiens	4282	0	live	MIF	GIF, GLIF, MMIF	macrophage migration inhibitory factor	macrophage migration inhibitory factor|L-dopachrome isomerase|L-dopachrome tautomerase|epididymis secretory sperm binding protein|macrophage migration inhibitory factor (glycosylation-inhibiting factor)|phenylpyruvate tautomerase	22q11.23	22	NC_000022.11	23894383	23895223	plus	3	153620	
9606	Homo sapiens	185	0	live	AGTR1	AG2SB, AT1, AT1AR, AT1B, AT1BR, AT1R, AT2R1, ATR1, HAT1R, AGTR1	angiotensin II receptor type 1	type-1 angiotensin II receptor|AT1 receptor|type-1B angiotensin II receptor	3q24	3	NC_000003.12	148697903	148743003	plus	5	106165	
10090	Mus musculus	17395	0	live	Mmp9	B/MMP9, Clg4b, Gel B, MMP-9, pro-MMP-9	matrix metallopeptidase 9	matrix metalloproteinase-9|92 kDa gelatinase|92 kDa type IV collagenase|92kD gelatinase|92kD type IV collagenase|collagenase type IVB|gelatinase B	2 85.27 cM	2	NC_000068.8	164782246	164797770	plus	14		
9606	Homo sapiens	7276	0	live	TTR	ATTR, CTS, CTS1, HEL111, HsT2651, PALB, TBPA, TTN	transthyretin	transthyretin|epididymis luminal protein 111|prealbumin, amyloidosis type I|thyroxine-binding prealbumin	18q12.1	18	NC_000018.10	31591877	31598821	plus	4	176300	
9606	Homo sapiens	3107	0	live	HLA-C	D6S204, HLA-JY3, HLAC, HLC-C, MHC, PSORS1	major histocompatibility complex, class I, C	HLA class I histocompatibility antigen, C alpha chain|HLA-C antigen|MHC class I antigen heavy chain HLA-C|human leukocyte antigen-C alpha chain|major histocompatibility antigen HLA-C	6p21.33	6	NC_000006.12	31268749	31272092	minus	8	142840	
9606	Homo sapiens	929	0	live	CD14		CD14 molecule	monocyte differentiation antigen CD14|myeloid cell-specific leucine-rich glycoprotein	5q31.3	5	NC_000005.10	140631732	140633701	minus	3	158120	
9606	Homo sapiens	3082	0	live	HGF	DFNB39, F-TCFB, HPTA, SF, HGF	hepatocyte growth factor	hepatocyte growth factor|fibroblast-derived tumor cytotoxic factor|hepatocyte growth factor (hepapoietin A; scatter factor)|hepatopoietin-A|lung fibroblast-derived mitogen	7q21.11	7	NC_000007.14	81699010	81770047	minus	20	142409	
10090	Mus musculus	20296	0	live	Ccl2	HC11, JE, MCAF, MCP-1, MCP1, SMC-CF, Scya2, Sigje	C-C motif chemokine ligand 2	C-C motif chemokine 2|chemokine (C-C motif) ligand 2|monocyte chemoattractant protein 1|monocyte chemotactic protein 1|platelet-derived growth factor-inducible protein JE|small-inducible cytokine A2	11 49.82 cM	11	NC_000077.7	81926403	81928278	plus	3		
10090	Mus musculus	12772	0	live	Ccr2	Cc-ckr-2a, Ccr2b, Ckr2, Ckr2a, Ckr2b, Cmkbr2, mJe-r, Ccr2	C-C motif chemokine receptor 2	C-C chemokine receptor type 2|C-C CHEMOKINE RECEPTOR TYPE 2 (C-C CKR-2) (CC-CKR-2) (CCR-2) (CCR2) (JE/FIC RECEPTOR) (MCP-1 RECEPTOR)|C-C CKR-2|CCR-2|JE/FIC receptor|MCP-1 receptor|MIP-1 alphaR|chemoattractant protein-1 receptor|chemokine (C-C motif) receptor 2|chemokine (C-C) receptor 2	9 75.05 cM	9	NC_000075.7	123901954	123913594	plus	6		
9606	Homo sapiens	4843	0	live	NOS2	HEP-NOS, INOS, NOSA, NOS2	nitric oxide synthase 2	nitric oxide synthase, inducible|NOS, type II|hepatocyte NOS|inducible NO synthase|inducible NOS|nitric oxide synthase 2, inducible|nitric oxide synthase 2A (inducible, hepatocytes)|nitric oxide synthase, macrophage|peptidyl-cysteine S-nitrosylase NOS2	17q11.2	17	NC_000017.11	27756766	27800529	minus	27	163730	
9606	Homo sapiens	54106	0	live	TLR9	CD289	toll like receptor 9	toll-like receptor 9	3p21.2	3	NC_000003.12	52221080	52225645	minus	2	605474	
9606	Homo sapiens	1869	0	live	E2F1	E2F-1, RBAP1, RBBP3, RBP3	E2F transcription factor 1	transcription factor E2F1|PBR3|PRB-binding protein E2F-1|RBAP-1|RBBP-3|retinoblastoma-associated protein 1|retinoblastoma-binding protein 3|retinoblastoma-binding protein 3 (E2F-like)	20q11.22	20	NC_000020.11	33675477	33686385	minus	7	189971	
9606	Homo sapiens	6352	0	live	CCL5	D17S136E, RANTES, SCYA5, SIS-delta, SISd, TCP228, eoCP	C-C motif chemokine ligand 5	C-C motif chemokine 5|T-cell specific protein p288|beta-chemokine RANTES|chemokine (C-C motif) ligand 5|eosinophil chemotactic cytokine|regulated upon activation, normally T-expressed, and presumably secreted|small inducible cytokine subfamily A (Cys-Cys), member 5	17q12	17	NC_000017.11	35871491	35880360	minus	4	187011	
9606	Homo sapiens	4353	0	live	MPO		myeloperoxidase	myeloperoxidase	17q22	17	NC_000017.11	58269855	58280935	minus	12	606989	
9606	Homo sapiens	4314	0	live	MMP3	CHDS6, MMP-3, SL-1, STMY, STMY1, STR1	matrix metallopeptidase 3	stromelysin-1|matrix metalloproteinase 3 (stromelysin 1, progelatinase)|proteoglycanase|transin-1	11q22.2	11	NC_000011.10	102835801	102843609	minus	10	185250	
9606	Homo sapiens	1116	0	live	CHI3L1	ASRT7, CGP-39, GP-39, GP39, HC-gp39, HCGP-3P, YK-40, YKL-40, YKL40, YYL-40, hCGP-39	chitinase 3 like 1	chitinase-3-like protein 1|39 kDa synovial protein|cartilage glycoprotein 39|chitinase 3-like 1 (cartilage glycoprotein-39)	1q32.1	1	NC_000001.11	203178931	203186704	minus	11	601525	
9606	Homo sapiens	1786	0	live	DNMT1	ADCADN, AIM, CXXC9, DNMT, HSN1E, MCMT, m.HsaI	DNA methyltransferase 1	DNA (cytosine-5)-methyltransferase 1|CXXC-type zinc finger protein 9|DNA (cytosine-5-)-methyltransferase 1|DNA MTase HsaI|DNA methyltransferase HsaI	19p13.2	19	NC_000019.10	10133346	10194953	minus	41	126375	
9606	Homo sapiens	1571	0	live	CYP2E1	CPE1, CYP2E, P450-J, P450C2E	cytochrome P450 family 2 subfamily E member 1	cytochrome P450 2E1|4-nitrophenol 2-hydroxylase|CYPIIE1|cytochrome P450, family 2, subfamily E, polypeptide 1|cytochrome P450, subfamily IIE (ethanol-inducible), polypeptide 1|cytochrome P450-J|flavoprotein-linked monooxygenase|microsomal monooxygenase|xenobiotic monooxygenase	10q26.3	10	NC_000010.11	133527363	133539123	plus	9	124040	
9606	Homo sapiens	5806	0	live	PTX3	TNFAIP5, TSG-14	pentraxin 3	pentraxin-related protein PTX3|TNF alpha-induced protein 5|long pentraxin 3|tumor necrosis factor alpha-induced protein 5|tumor necrosis factor-inducible gene 14 protein|tumor necrosis factor-inducible protein TSG-14	3q25.32	3	NC_000003.12	157436850	157443633	plus	3	602492	
9606	Homo sapiens	6280	0	live	S100A9	60B8AG, CAGB, CFAG, CGLB, L1AG, LIAG, MAC387, MIF, MRP14, NIF, P14, S100-A9	S100 calcium binding protein A9	protein S100-A9|MRP-14|calgranulin B|calprotectin L1H subunit|leukocyte L1 complex heavy chain|migration inhibitory factor-related protein 14	1q21.3	1	NC_000001.11	153357854	153361023	plus	3	123886	
9606	Homo sapiens	948	0	live	CD36	BDPLT10, CHDS7, FAT, GP3B, GP4, GPIV, PASIV, SCARB3	CD36 molecule (CD36 blood group)	platelet glycoprotein 4|CD36 antigen (collagen type I receptor, thrombospondin receptor)|CD36 molecule (thrombospondin receptor)|GPIIIB|PAS IV|PAS-4 protein|cluster determinant 36|fatty acid translocase|glycoprotein IIIb|leukocyte differentiation antigen CD36|platelet glycoprotein IV|scavenger receptor class B, member 3	7q21.11	7	NC_000007.14	80602207	80679274	plus	22	173510	
9606	Homo sapiens	2022	0	live	ENG	END, HHT1, ORW1	endoglin	endoglin|CD105 antigen|soluble endoglin	9q34.11	9	NC_000009.12	127815016	127854658	minus	16	131195	
9606	Homo sapiens	1788	0	live	DNMT3A	DNMT3A2, HESJAS, M.HsaIIIA, TBRS	DNA methyltransferase 3 alpha	DNA (cytosine-5)-methyltransferase 3A|DNA (cytosine-5-)-methyltransferase 3 alpha|DNA MTase HsaIIIA|DNA cytosine methyltransferase 3A2|cysteine methyltransferase DNMT3A	2p23.3	2	NC_000002.12	25227874	25342590	minus	35	602769	
9606	Homo sapiens	57817	0	live	HAMP	HEPC, HFE2B, LEAP1, PLTR	hepcidin antimicrobial peptide	hepcidin|hepcidin preproprotein|liver-expressed antimicrobial peptide 1|putative liver tumor regressor	19q13.12	19	NC_000019.10	35282528	35285143	plus	3	606464	
9606	Homo sapiens	7189	0	live	TRAF6	MGC:3310, RNF85	TNF receptor associated factor 6	TNF receptor-associated factor 6|E3 ubiquitin-protein ligase TRAF6|RING finger protein 85|RING-type E3 ubiquitin transferase TRAF6|TNF receptor-associated factor 6, E3 ubiquitin protein ligase|interleukin-1 signal transducer	11p12	11	NC_000011.10	36483769	36510272	minus	8	602355	
9606	Homo sapiens	3240	0	live	HP	BP2ALPHA2, HPA1S, HP	haptoglobin	haptoglobin|binding peptide|haptoglobin alpha(1S)-beta|haptoglobin alpha(2FS)-beta|haptoglobin, alpha polypeptide|haptoglobin, beta polypeptide|zonulin	16q22.2	16	NC_000016.10	72054505	72061055	plus	7	140100	
10090	Mus musculus	16173	0	live	Il18	Igif, Il-18	interleukin 18	interleukin-18|IFN-gamma-inducing factor|IL-1 gamma|interferon gamma-inducing factor|interleukin-1 gamma	9 27.75 cM	9	NC_000075.7	50466000	50493141	plus	11		
10090	Mus musculus	18566	0	live	Pdcd1	Ly101, PD-1, Pdc1	programmed cell death 1	programmed cell death protein 1|mPD-1|programmed cell death 1 protein|protein PD-1	1 47.47 cM	1	NC_000067.7	93966027	93980278	minus	5		
9606	Homo sapiens	4316	0	live	MMP7	MMP-7, MPSL1, PUMP-1	matrix metallopeptidase 7	matrilysin|matrin|matrix metallopeptidase 7 (matrilysin, uterine)|matrix metalloproteinase 7 (matrilysin, uterine)|matrix metalloproteinase-7|pump-1 protease|uterine matrilysin|uterine metalloproteinase	11q22.2	11	NC_000011.10	102520508	102530747	minus	6	178990	
9606	Homo sapiens	3303	0	live	HSPA1A	HEL-S-103, HSP70, HSP70-1, HSP70-1A, HSP70-2, HSP70.1, HSP70.2, HSP70I, HSP72, HSPA1	heat shock protein family A (Hsp70) member 1A	heat shock 70 kDa protein 1A|HSP70-1/HSP70-2|HSP70.1/HSP70.2|Heat shock 70 kDa protein 1B|Heat shock 70 kDa protein 2|dnaK-type molecular chaperone HSP70-1|epididymis secretory protein Li 103|epididymis secretory sperm binding protein|heat shock 70 kDa protein 1|heat shock 70 kDa protein 1/2|heat shock 70 kDa protein 1A/1B|heat shock 70kD protein 1A|heat shock 70kDa protein 1A|heat shock protein family A member 1A|heat shock-induced protein	6p21.33	6	NC_000006.12	31815543	31817942	plus	1	140550	
9606	Homo sapiens	7133	0	live	TNFRSF1B	CD120b, TBPII, TNF-R-II, TNF-R75, TNFBR, TNFR1B, TNFR2, TNFR80, p75, p75TNFR	TNF receptor superfamily member 1B	tumor necrosis factor receptor superfamily member 1B|TNF-R2|TNF-RII|p75 TNF receptor|p80 TNF-alpha receptor|tumor necrosis factor beta receptor|tumor necrosis factor binding protein 2|tumor necrosis factor receptor 2|tumor necrosis factor receptor type II	1p36.22	1	NC_000001.11	12166991	12209220	plus	13	191191	
9606	Homo sapiens	3689	0	live	ITGB2	CD18, LAD, LCAMB, LFA-1, MAC-1, MF17, MFI7	integrin subunit beta 2	integrin beta-2|cell surface adhesion glycoprotein (LFA-1/CR3/P150,959 beta subunit precursor)|complement component 3 receptor 3 and 4 subunit|complement receptor C3 beta-subunit|integrin beta chain, beta 2|integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)|leukocyte cell adhesion molecule CD18|leukocyte-associated antigens CD18/11A, CD18/11B, CD18/11C	21q22.3	21	NC_000021.9	44885953	44928815	minus	17	600065	
9606	Homo sapiens	133	0	live	ADM	AM, PAMP	adrenomedullin	pro-adrenomedullin|preproadrenomedullin|proadrenomedullin N-20 terminal peptide	11p15.4	11	NC_000011.10	10305073	10307397	plus	4	103275	
10090	Mus musculus	21939	0	live	Cd40	Bp50, GP39, HIGM1, IGM, IMD3, T-BAM, TRAP, Tnfrsf5, p50	CD40 antigen	tumor necrosis factor receptor superfamily member 5|B-cell surface antigen CD40|CD40L receptor|T-cell differentiation antigen	2 85.38 cM	2	NC_000068.8	164897535	164913574	plus	9		
9606	Homo sapiens	729230	0	live	CCR2	CC-CKR-2, CCR-2A, CCR2B, CD192, CKR2, CKR2A, CKR2B, CMKBR2, MCP-1-R, PCLUD, CCR2	C-C motif chemokine receptor 2	C-C chemokine receptor type 2|MCP-1 receptor|chemokine (C-C motif) receptor 2|monocyte chemoattractant protein 1 receptor|monocyte chemotactic protein 1 receptor	3p21.31	3	NC_000003.12	46354111	46360940	plus	2	601267	
9606	Homo sapiens	54790	0	live	TET2	IMD75, KIAA1546, MDS	tet methylcytosine dioxygenase 2	methylcytosine dioxygenase TET2|probable methylcytosine dioxygenase TET2|ten-eleven translocation 2|tet oncogene family member 2	4q24	4	NC_000004.12	105145875	105279803	plus	14	612839	
9606	Homo sapiens	5478	0	live	PPIA	CYPA, CYPH, HEL-S-69p	peptidylprolyl isomerase A	peptidyl-prolyl cis-trans isomerase A|PPIase A|T cell cyclophilin|cyclosporin A-binding protein|epididymis secretory sperm binding protein Li 69p|peptidylprolyl isomerase A (cyclophilin A)|rotamase A	7p13	7	NC_000007.14	44796681	44803117	plus	7	123840	
9606	Homo sapiens	820	0	live	CAMP	CAP-18, CAP18, CRAMP, FALL-39, FALL39, HSD26, LL37	cathelicidin antimicrobial peptide	cathelicidin antimicrobial peptide|18 kDa cationic antimicrobial protein|epididymis secretory sperm binding protein	3p21.31	3	NC_000003.12	48223495	48225485	plus	4	600474	
9606	Homo sapiens	6401	0	live	SELE	CD62E, ELAM, ELAM1, ESEL, LECAM2, selectin-e	selectin E	E-selectin|CD62 antigen-like family member E|ELAM-1|endothelial adhesion molecule 1|endothelial leukocyte adhesion molecule 1|leukocyte endothelial cell adhesion molecule 2	1q24.2	1	NC_000001.11	169722640	169734079	minus	14	131210	
9606	Homo sapiens	6403	0	live	SELP	CD62, CD62P, GMP140, GRMP, LECAM3, PADGEM, PSEL	selectin P	P-selectin|CD62 antigen-like family member P|GMP-140|granule membrane protein 140|granule membrane protein 140kDa|granulocyte membrane protein|leukocyte-endothelial cell adhesion molecule 3|platelet activation dependent granule-external membrane protein|platelet alpha-granule membrane protein|selectin P (granule membrane protein 140kDa, antigen CD62)	1q24.2	1	NC_000001.11	169588849	169630124	minus	17	173610	
9606	Homo sapiens	22914	0	live	KLRK1	CD314, D12S2489E, KLR, NKG2-D, NKG2D	killer cell lectin like receptor K1	NKG2-D type II integral membrane protein|NK cell receptor D|NKG2-D-activating NK receptor|killer cell lectin-like receptor subfamily K, member 1	12p13.2	12	NC_000012.12	10372353	10390041	minus	8	611817	
9606	Homo sapiens	7037	0	live	TFRC	CD71, IMD46, T9, TFR, TFR1, TR, TRFR, p90	transferrin receptor	transferrin receptor protein 1	3q29	3	NC_000003.12	196049284	196082090	minus	19	190010	
9606	Homo sapiens	2244	0	live	FGB	HEL-S-78p	fibrinogen beta chain	fibrinogen beta chain|beta-fibrinogen|epididymis secretory sperm binding protein Li 78p|fibrinogen, B beta polypeptide	4q31.3	4	NC_000004.12	154562980	154572807	plus	8	134830	
9606	Homo sapiens	301	0	live	ANXA1	ANX1, LPC1	annexin A1	annexin A1|annexin I (lipocortin I)|annexin-1|calpactin II|calpactin-2|chromobindin-9|epididymis secretory sperm binding protein|phospholipase A2 inhibitory protein	9q21.13	9	NC_000009.12	73151865	73170393	plus	13	151690	
9606	Homo sapiens	8829	0	live	NRP1	BDCA4, CD304, NP1, NRP, VEGF165R	neuropilin 1	neuropilin-1|transmembrane receptor|vascular endothelial cell growth factor 165 receptor	10p11.22	10	NC_000010.11	33177493	33334667	minus	18	602069	
9606	Homo sapiens	4973	0	live	OLR1	CLEC8A, LOX1, LOXIN, SCARE1, SLOX1	oxidized low density lipoprotein receptor 1	oxidized low-density lipoprotein receptor 1|C-type lectin domain family 8 member A|hLOX-1|lectin-type oxidized LDL receptor 1|ox LDL receptor 1|oxidized low density lipoprotein (lectin-like) receptor 1|oxidized low-density lipoprotein receptor 1, soluble form|scavenger receptor class E, member 1	12p13.2	12	NC_000012.12	10158301	10176266	minus	8	602601	
9606	Homo sapiens	6279	0	live	S100A8	60B8AG, CAGA, CFAG, CGLA, CP-10, L1Ag, MA387, MIF, MRP8, NIF, P8, S100-A8	S100 calcium binding protein A8	protein S100-A8|calgranulin A|calprotectin L1L subunit|cystic fibrosis antigen|leukocyte L1 complex light chain|migration inhibitory factor-related protein 8|urinary stone protein band A	1q21.3	1	NC_000001.11	153390032	153422583	minus	5	123885	
10090	Mus musculus	21947	0	live	Cd40lg	CD154, CD40-L, Cd40l, HIGM1, IGM, IMD3, Ly-62, Ly62, T-BAM, TRAP, Tnfsf5, Tnlg8b, gp39	CD40 ligand	CD40 ligand|T-cell antigen Gp39|TNF-related activation protein|tumor necrosis factor ligand 8b|tumor necrosis factor ligand superfamily member 5	X 31.21 cM	X	NC_000086.8	56257448	56269402	plus	5		
9606	Homo sapiens	407018	0	live	MIR27A	MIR27, MIRN27A, mir-27a	microRNA 27a	hsa-mir-27a	19p13.12	19	NC_000019.10	13836440	13836517	minus	1	612153	
